Vessel Name,IMO,MMSI,Latitude,Longitude,Date,Direction,Degrees,Speed,Position Source,Temperature,Pressure reduced to MSL (hPa),Visibility (m),Wind_Speed,Wind Direction (°),Current Speed (m/s),Current Direction (°),Water Temperature (°C),Significant height of combined wind (m),Direction of wind waves (°),Significant height of wind waves (m),Mean period of wind waves (s),Direction of swell waves (°),Significant height of swell waves (m),Mean period of swell waves (s),Total Precipitation Probability (%)
MAERSK KIMI,9162227,244132000,36.59544,36.18998,19/12/2018 06:00:02 +00:00,ENE,74,0,T-AIS,11.9,101620,7400,2.57,274,0,0,20.3,1,94,0.5,5,146,0.9,6,99
MAERSK KIMI,9162227,244132000,36.59542,36.19003,19/12/2018 06:15:17 +00:00,ENE,74,0,T-AIS,11.9,101620,7400,2.57,274,0,0,20.3,1,94,0.5,5,146,0.9,6,99
MAERSK KIMI,9162227,244132000,36.59536,36.18999,19/12/2018 06:30:33 +00:00,ENE,74,0,T-AIS,11.9,101620,7400,2.57,274,0,0,20.3,1,94,0.5,5,146,0.9,6,99
MAERSK KIMI,9162227,244132000,36.59542,36.19001,19/12/2018 06:45:38 +00:00,ENE,74,0.1,T-AIS,11.9,101620,7400,2.57,274,0,0,20.3,1,94,0.5,5,146,0.9,6,99
MAERSK KIMI,9162227,244132000,36.5954,36.19,19/12/2018 07:01:15 +00:00,ENE,74,0,T-AIS,11.9,101620,7400,2.57,274,0,0,20.3,1,94,0.5,5,146,0.9,6,99
MAERSK KIMI,9162227,244132000,36.59543,36.18997,19/12/2018 07:16:45 +00:00,ENE,74,0,T-AIS,11.9,101620,7400,2.57,274,0,0,20.3,1,94,0.5,5,146,0.9,6,99
MAERSK KIMI,9162227,244132000,36.59542,36.19001,19/12/2018 07:35:10 +00:00,ENE,74,0,T-AIS,11.9,101620,7400,2.57,274,0,0,20.3,1,94,0.5,5,146,0.9,6,99
MAERSK KIMI,9162227,244132000,36.59538,36.19001,19/12/2018 07:52:33 +00:00,ENE,74,0,T-AIS,11.9,101620,7400,2.57,274,0,0,20.3,1,94,0.5,5,146,0.9,6,99
MAERSK KIMI,9162227,244132000,36.59544,36.19002,19/12/2018 08:10:35 +00:00,ENE,74,0,T-AIS,11.9,101620,7400,2.57,274,0,0,20.3,1,94,0.5,5,146,0.9,6,99
MAERSK KIMI,9162227,244132000,36.5954,36.18999,19/12/2018 08:25:56 +00:00,ENE,74,0.1,T-AIS,11.9,101620,7400,2.57,274,0,0,20.3,1,94,0.5,5,146,0.9,6,99
MAERSK KIMI,9162227,244132000,36.59544,36.18999,19/12/2018 08:41:08 +00:00,ENE,74,0.1,T-AIS,11.9,101620,7400,2.57,274,0,0,20.3,1,94,0.5,5,146,0.9,6,99
MAERSK KIMI,9162227,244132000,36.59542,36.18999,19/12/2018 08:56:26 +00:00,ENE,74,0.1,T-AIS,11.9,101620,7400,2.57,274,0,0,20.3,1,94,0.5,5,146,0.9,6,99
MAERSK KIMI,9162227,244132000,36.59541,36.18997,19/12/2018 09:11:44 +00:00,ENE,74,0.1,T-AIS,12,101480,7400,3.09,250,0,0,20.3,1.5,70,0.7,4,226,1.3,7,94
MAERSK KIMI,9162227,244132000,36.59543,36.19,19/12/2018 09:27:12 +00:00,ENE,74,0.1,T-AIS,12,101480,7400,3.09,250,0,0,20.3,1.5,70,0.7,4,226,1.3,7,94
MAERSK KIMI,9162227,244132000,36.59541,36.19003,19/12/2018 09:42:32 +00:00,ENE,74,0,T-AIS,12,101480,7400,3.09,250,0,0,20.3,1.5,70,0.7,4,226,1.3,7,94
MAERSK KIMI,9162227,244132000,36.59546,36.19,19/12/2018 09:59:16 +00:00,ENE,74,0.1,T-AIS,12,101480,7400,3.09,250,0,0,20.3,1.5,70,0.7,4,226,1.3,7,94
MAERSK KIMI,9162227,244132000,36.59538,36.18998,19/12/2018 10:18:20 +00:00,ENE,74,0,T-AIS,12,101480,7400,3.09,250,0,0,20.3,1.5,70,0.7,4,226,1.3,7,94
MAERSK KIMI,9162227,244132000,36.59541,36.18999,19/12/2018 10:33:43 +00:00,ENE,74,0.1,T-AIS,12,101480,7400,3.09,250,0,0,20.3,1.5,70,0.7,4,226,1.3,7,94
MAERSK KIMI,9162227,244132000,36.59544,36.19002,19/12/2018 10:48:59 +00:00,ENE,74,0.1,T-AIS,12,101480,7400,3.09,250,0,0,20.3,1.5,70,0.7,4,226,1.3,7,94
MAERSK KIMI,9162227,244132000,36.59548,36.18992,19/12/2018 11:04:28 +00:00,ENE,74,0.1,T-AIS,12,101480,7400,3.09,250,0,0,20.3,1.5,70,0.7,4,226,1.3,7,94
MAERSK KIMI,9162227,244132000,36.59538,36.18999,19/12/2018 11:19:56 +00:00,ENE,74,0.1,T-AIS,12,101480,7400,3.09,250,0,0,20.3,1.5,70,0.7,4,226,1.3,7,94
MAERSK KIMI,9162227,244132000,36.59535,36.19009,19/12/2018 11:35:24 +00:00,ENE,74,0.1,T-AIS,12,101480,7400,3.09,250,0,0,20.3,1.5,70,0.7,4,226,1.3,7,94
MAERSK KIMI,9162227,244132000,36.59544,36.18996,19/12/2018 11:50:42 +00:00,ENE,74,0,T-AIS,12,101480,7400,3.09,250,0,0,20.3,1.5,70,0.7,4,226,1.3,7,94
MAERSK KIMI,9162227,244132000,36.59541,36.19001,19/12/2018 12:06:12 +00:00,ENE,65,0,T-AIS,12,101480,7400,3.09,250,0,0,20.3,1.5,70,0.7,4,226,1.3,7,94
MAERSK KIMI,9162227,244132000,36.59544,36.18998,19/12/2018 12:21:39 +00:00,ENE,65,0,T-AIS,12,101480,7400,3.09,250,0,0,20.3,1.5,70,0.7,4,226,1.3,7,94
MAERSK KIMI,9162227,244132000,36.59542,36.18997,19/12/2018 12:37:09 +00:00,ENE,65,0,T-AIS,12,101480,7400,3.09,250,0,0,20.3,1.5,70,0.7,4,226,1.3,7,94
MAERSK KIMI,9162227,244132000,36.5954,36.18998,19/12/2018 12:52:26 +00:00,W,273,0.1,T-AIS,12,101480,7400,3.09,250,0,0,20.3,1.5,70,0.7,4,226,1.3,7,94
MAERSK KIMI,9162227,244132000,36.59543,36.19005,19/12/2018 13:07:51 +00:00,W,271,0,T-AIS,12,101480,7400,3.09,250,0,0,20.3,1.5,70,0.7,4,226,1.3,7,94
MAERSK KIMI,9162227,244132000,36.59547,36.19002,19/12/2018 13:23:10 +00:00,W,271,0.1,T-AIS,12,101480,7400,3.09,250,0,0,20.3,1.5,70,0.7,4,226,1.3,7,94
MAERSK KIMI,9162227,244132000,36.59539,36.18996,19/12/2018 13:38:35 +00:00,W,271,0.1,T-AIS,12,101480,7400,3.09,250,0,0,20.3,1.5,70,0.7,4,226,1.3,7,94
MAERSK KIMI,9162227,244132000,36.59543,36.19001,19/12/2018 13:53:52 +00:00,W,271,0.1,T-AIS,12,101480,7400,3.09,250,0,0,20.3,1.5,70,0.7,4,226,1.3,7,94
MAERSK KIMI,9162227,244132000,36.59543,36.19002,19/12/2018 14:09:32 +00:00,W,271,0.1,T-AIS,12,101480,7400,3.09,250,0,0,20.3,1.5,70,0.7,4,226,1.3,7,94
MAERSK KIMI,9162227,244132000,36.59544,36.18999,19/12/2018 14:25:27 +00:00,W,271,0.1,T-AIS,12,101480,7400,3.09,250,0,0,20.3,1.5,70,0.7,4,226,1.3,7,94
MAERSK KIMI,9162227,244132000,36.59541,36.18999,19/12/2018 14:45:22 +00:00,SW,221,0.1,T-AIS,12,101480,7400,3.09,250,0,0,20.3,1.5,70,0.7,4,226,1.3,7,94
MAERSK KIMI,9162227,244132000,36.59544,36.18999,19/12/2018 15:00:43 +00:00,SW,221,0.1,T-AIS,11.3,101450,9300,2.06,200,0,0,20.3,1.4,20,0.6,3,230,1.3,7,47
MAERSK KIMI,9162227,244132000,36.59543,36.18994,19/12/2018 15:15:58 +00:00,SW,221,0.1,T-AIS,11.3,101450,9300,2.06,200,0,0,20.3,1.4,20,0.6,3,230,1.3,7,47
MAERSK KIMI,9162227,244132000,36.5954,36.19001,19/12/2018 15:31:19 +00:00,SW,221,0.1,T-AIS,11.3,101450,9300,2.06,200,0,0,20.3,1.4,20,0.6,3,230,1.3,7,47
MAERSK KIMI,9162227,244132000,36.59539,36.19001,19/12/2018 15:46:49 +00:00,SW,221,0.1,T-AIS,11.3,101450,9300,2.06,200,0,0,20.3,1.4,20,0.6,3,230,1.3,7,47
MAERSK KIMI,9162227,244132000,36.59542,36.19007,19/12/2018 16:02:32 +00:00,SW,221,0,T-AIS,11.3,101450,9300,2.06,200,0,0,20.3,1.4,20,0.6,3,230,1.3,7,47
MAERSK KIMI,9162227,244132000,36.59543,36.18998,19/12/2018 16:18:11 +00:00,SW,221,0,T-AIS,11.3,101450,9300,2.06,200,0,0,20.3,1.4,20,0.6,3,230,1.3,7,47
MAERSK KIMI,9162227,244132000,36.59542,36.18999,19/12/2018 16:33:42 +00:00,SW,221,0.1,T-AIS,11.3,101450,9300,2.06,200,0,0,20.3,1.4,20,0.6,3,230,1.3,7,47
MAERSK KIMI,9162227,244132000,36.59542,36.18999,19/12/2018 16:49:22 +00:00,SW,221,0.1,T-AIS,11.3,101450,9300,2.06,200,0,0,20.3,1.4,20,0.6,3,230,1.3,7,47
MAERSK KIMI,9162227,244132000,36.59542,36.19,19/12/2018 17:04:33 +00:00,SW,221,0.1,T-AIS,11.3,101450,9300,2.06,200,0,0,20.3,1.4,20,0.6,3,230,1.3,7,47
MAERSK KIMI,9162227,244132000,36.595,36.19,19/12/2018 17:17:20 +00:00,SW,221,0,S-AIS,11.3,101450,9300,2.06,200,0,0,20.3,1.4,20,0.6,3,230,1.3,7,47
MAERSK KIMI,9162227,244132000,36.59541,36.18997,19/12/2018 17:35:21 +00:00,SW,221,0,T-AIS,11.3,101450,9300,2.06,200,0,0,20.3,1.4,20,0.6,3,230,1.3,7,47
MAERSK KIMI,9162227,244132000,36.59539,36.18999,19/12/2018 17:50:31 +00:00,SW,221,0,T-AIS,11.3,101450,9300,2.06,200,0,0,20.3,1.4,20,0.6,3,230,1.3,7,47
MAERSK KIMI,9162227,244132000,36.59541,36.19002,19/12/2018 18:06:10 +00:00,SW,221,0,T-AIS,11.3,101450,9300,2.06,200,0,0,20.3,1.4,20,0.6,3,230,1.3,7,47
MAERSK KIMI,9162227,244132000,36.59543,36.19001,19/12/2018 18:21:32 +00:00,SW,221,0,T-AIS,11.3,101450,9300,2.06,200,0,0,20.3,1.4,20,0.6,3,230,1.3,7,47
MAERSK KIMI,9162227,244132000,36.5954,36.19007,19/12/2018 18:36:52 +00:00,SW,221,0.1,T-AIS,11.3,101450,9300,2.06,200,0,0,20.3,1.4,20,0.6,3,230,1.3,7,47
MAERSK KIMI,9162227,244132000,36.59587,36.18935,19/12/2018 18:52:22 +00:00,W,280,0.3,T-AIS,11.3,101450,9300,2.06,200,0,0,20.3,1.4,20,0.6,3,230,1.3,7,47
MAERSK KIMI,9162227,244132000,36.59693,36.18872,19/12/2018 19:07:43 +00:00,WSW,240,0.5,T-AIS,11.3,101450,9300,2.06,200,0,0,20.3,1.4,20,0.6,3,230,1.3,7,47
MAERSK KIMI,9162227,244132000,36.60075,36.18682,19/12/2018 19:23:02 +00:00,NNE,20,3.3,T-AIS,11.3,101450,9300,2.06,200,0,0,20.3,1.4,20,0.6,3,230,1.3,7,47
MAERSK KIMI,9162227,244132000,36.61755,36.17575,19/12/2018 19:38:24 +00:00,WNW,297,8.7,T-AIS,11.3,101450,9300,2.06,200,0,0,20.3,1.4,20,0.6,3,230,1.3,7,47
MAERSK KIMI,9162227,244132000,36.53304,35.82505,19/12/2018 20:50:46 +00:00,SW,231,17.2,T-AIS,11.3,101450,9300,2.06,200,0,0,20.3,1.4,20,0.6,3,230,1.3,7,47
MAERSK KIMI,9162227,244132000,36.46535,35.72401,19/12/2018 21:12:57 +00:00,SW,229,17.2,T-AIS,9.8,101400,4500,2.57,318,0,0,20.3,1.5,138,0.5,4,216,1.4,7,78
MAERSK KIMI,9162227,244132000,34.15333,33.89833,20/12/2018 06:53:19 +00:00,SSW,204,17,S-AIS,17,101610,32600,7.2,95,0.1,217,20.4,2.1,275,0.7,3,260,2,8,10
MAERSK KIMI,9162227,244132000,31.58995,32.36296,20/12/2018 17:05:02 +00:00,SSW,209,15.2,S-AIS,17.4,102290,32600,10.29,120,0.26,103,20.9,2.6,300,2.2,7,284,1.4,9,2
MAERSK KIMI,9162227,244132000,31.57616,32.36338,20/12/2018 17:08:31 +00:00,SSE,160,14.8,T-AIS,17.4,102290,32600,10.29,120,0.26,103,20.9,2.6,300,2.2,7,284,1.4,9,2
MAERSK KIMI,9162227,244132000,31.48194,32.41647,20/12/2018 17:42:55 +00:00,SSE,162,8.9,T-AIS,14.8,102390,32600,4.63,123,0,0,20.8,2.4,303,1.3,6,294,2,9,3
MAERSK KIMI,9162227,244132000,31.43303,32.42228,20/12/2018 18:09:02 +00:00,SSE,165,4.4,T-AIS,14.8,102390,32600,4.63,123,0,0,20.8,2.4,303,1.3,6,294,2,9,3
MAERSK KIMI,9162227,244132000,31.39999,32.41739,20/12/2018 18:59:54 +00:00,SSW,206,8.6,T-AIS,14.8,102390,32600,4.63,123,0,0,20.8,2.4,303,1.3,6,294,2,9,3
MAERSK KIMI,9162227,244132000,31.33914,32.38745,20/12/2018 19:25:14 +00:00,SSW,202,9,T-AIS,14.8,102390,32600,4.63,123,0,0,20.8,2.4,303,1.3,6,294,2,9,3
MAERSK KIMI,9162227,244132000,31.26701,32.36664,20/12/2018 19:50:44 +00:00,S,189,12.2,T-AIS,14.8,102390,32600,4.63,123,0,0,20.8,2.4,303,1.3,6,294,2,9,3
MAERSK KIMI,9162227,244132000,31.21502,32.3541,20/12/2018 20:16:42 +00:00,SSW,194,4.9,T-AIS,14.8,102390,32600,4.63,123,0,0,20.8,2.4,303,1.3,6,294,2,9,3
MAERSK KIMI,9162227,244132000,31.20542,32.35388,20/12/2018 20:41:54 +00:00,ESE,105,0.1,T-AIS,14.8,102390,32600,4.63,123,0,0,20.8,2.4,303,1.3,6,294,2,9,3
MAERSK KIMI,9162227,244132000,31.20544,32.35387,20/12/2018 21:07:02 +00:00,ESE,105,0,T-AIS,13.7,102480,28800,3.6,91,0,0,20.8,2.2,271,0.8,5,298,2,8,5
MAERSK KIMI,9162227,244132000,31.2054,32.35392,20/12/2018 21:34:01 +00:00,SSW,206,0,T-AIS,13.7,102480,28800,3.6,91,0,0,20.8,2.2,271,0.8,5,298,2,8,5
MAERSK KIMI,9162227,244132000,31.20542,32.35394,20/12/2018 22:04:03 +00:00,SSW,206,0.1,T-AIS,13.7,102480,28800,3.6,91,0,0,20.8,2.2,271,0.8,5,298,2,8,5
MAERSK KIMI,9162227,244132000,31.20528,32.35387,20/12/2018 22:31:06 +00:00,SSW,206,0,T-AIS,13.7,102480,28800,3.6,91,0,0,20.8,2.2,271,0.8,5,298,2,8,5
MAERSK KIMI,9162227,244132000,31.20572,32.35416,20/12/2018 22:58:01 +00:00,SSW,206,0,T-AIS,13.7,102480,28800,3.6,91,0,0,20.8,2.2,271,0.8,5,298,2,8,5
MAERSK KIMI,9162227,244132000,31.20555,32.35387,20/12/2018 23:28:06 +00:00,SSW,206,0,T-AIS,13.7,102480,28800,3.6,91,0,0,20.8,2.2,271,0.8,5,298,2,8,5
MAERSK KIMI,9162227,244132000,31.20557,32.35373,20/12/2018 23:55:03 +00:00,SSW,206,0,T-AIS,13.7,102480,28800,3.6,91,0,0,20.8,2.2,271,0.8,5,298,2,8,5
MAERSK KIMI,9162227,244132000,31.20547,32.35392,21/12/2018 00:22:06 +00:00,SSW,206,0,T-AIS,13.7,102480,28800,3.6,91,0,0,20.8,2.2,271,0.8,5,298,2,8,5
MAERSK KIMI,9162227,244132000,31.20551,32.35395,21/12/2018 00:49:01 +00:00,SSW,206,0,T-AIS,13.7,102480,28800,3.6,91,0,0,20.8,2.2,271,0.8,5,298,2,8,5
MAERSK KIMI,9162227,244132000,31.20541,32.35389,21/12/2018 01:16:04 +00:00,SSW,206,0,T-AIS,13.7,102480,28800,3.6,91,0,0,20.8,2.2,271,0.8,5,298,2,8,5
MAERSK KIMI,9162227,244132000,31.20543,32.35386,21/12/2018 01:43:00 +00:00,W,266,0,T-AIS,13.7,102480,28800,3.6,91,0,0,20.8,2.2,271,0.8,5,298,2,8,5
MAERSK KIMI,9162227,244132000,31.20554,32.35376,21/12/2018 02:10:07 +00:00,W,266,0,T-AIS,13.7,102480,28800,3.6,91,0,0,20.8,2.2,271,0.8,5,298,2,8,5
MAERSK KIMI,9162227,244132000,31.20561,32.35392,21/12/2018 02:37:01 +00:00,W,266,0,T-AIS,13.7,102480,28800,3.6,91,0,0,20.8,2.2,271,0.8,5,298,2,8,5
MAERSK KIMI,9162227,244132000,31.20542,32.35384,21/12/2018 03:04:04 +00:00,W,266,0,T-AIS,13.5,102560,27400,4.12,130,0,0,20.6,1.7,310,0.6,5,297,1.6,8,3
MAERSK KIMI,9162227,244132000,31.20543,32.35383,21/12/2018 03:31:04 +00:00,W,266,0,T-AIS,13.5,102560,27400,4.12,130,0,0,20.6,1.7,310,0.6,5,297,1.6,8,3
MAERSK KIMI,9162227,244132000,31.20542,32.35386,21/12/2018 04:01:03 +00:00,W,266,0,T-AIS,13.5,102560,27400,4.12,130,0,0,20.6,1.7,310,0.6,5,297,1.6,8,3
MAERSK KIMI,9162227,244132000,31.20543,32.35388,21/12/2018 04:28:05 +00:00,W,266,0.1,T-AIS,13.5,102560,27400,4.12,130,0,0,20.6,1.7,310,0.6,5,297,1.6,8,3
MAERSK KIMI,9162227,244132000,31.20543,32.35389,21/12/2018 04:55:06 +00:00,W,266,0.1,T-AIS,13.5,102560,27400,4.12,130,0,0,20.6,1.7,310,0.6,5,297,1.6,8,3
MAERSK KIMI,9162227,244132000,31.20545,32.35391,21/12/2018 05:22:04 +00:00,W,266,0,T-AIS,13.5,102560,27400,4.12,130,0,0,20.6,1.7,310,0.6,5,297,1.6,8,3
MAERSK KIMI,9162227,244132000,31.20542,32.35388,21/12/2018 05:49:02 +00:00,W,266,0,T-AIS,13.5,102560,27400,4.12,130,0,0,20.6,1.7,310,0.6,5,297,1.6,8,3
MAERSK KIMI,9162227,244132000,31.20544,32.35394,21/12/2018 06:16:05 +00:00,W,266,0,T-AIS,13.5,102560,27400,4.12,130,0,0,20.6,1.7,310,0.6,5,297,1.6,8,3
MAERSK KIMI,9162227,244132000,31.20547,32.35392,21/12/2018 06:43:04 +00:00,W,266,0,T-AIS,13.5,102560,27400,4.12,130,0,0,20.6,1.7,310,0.6,5,297,1.6,8,3
MAERSK KIMI,9162227,244132000,31.20545,32.35392,21/12/2018 07:10:04 +00:00,W,266,0,T-AIS,13.5,102560,27400,4.12,130,0,0,20.6,1.7,310,0.6,5,297,1.6,8,3
MAERSK KIMI,9162227,244132000,31.20542,32.35382,21/12/2018 07:37:07 +00:00,W,266,0,T-AIS,13.5,102560,27400,4.12,130,0,0,20.6,1.7,310,0.6,5,297,1.6,8,3
MAERSK KIMI,9162227,244132000,31.20544,32.35387,21/12/2018 08:04:06 +00:00,W,266,0,T-AIS,13.5,102560,27400,4.12,130,0,0,20.6,1.7,310,0.6,5,297,1.6,8,3
MAERSK KIMI,9162227,244132000,31.20546,32.35383,21/12/2018 08:31:08 +00:00,W,266,0,T-AIS,13.5,102560,27400,4.12,130,0,0,20.6,1.7,310,0.6,5,297,1.6,8,3
MAERSK KIMI,9162227,244132000,31.20524,32.35398,21/12/2018 08:58:00 +00:00,W,266,0,T-AIS,13.5,102560,27400,4.12,130,0,0,20.6,1.7,310,0.6,5,297,1.6,8,3
MAERSK KIMI,9162227,244132000,31.20543,32.3539,21/12/2018 09:25:03 +00:00,W,266,0.1,T-AIS,19.6,102410,32600,4.12,146,0,0,20.6,1.5,326,0.1,3,303,1.5,7,4
MAERSK KIMI,9162227,244132000,31.20543,32.35386,21/12/2018 09:52:07 +00:00,W,266,0,T-AIS,19.6,102410,32600,4.12,146,0,0,20.6,1.5,326,0.1,3,303,1.5,7,4
MAERSK KIMI,9162227,244132000,31.20541,32.35388,21/12/2018 10:19:10 +00:00,W,278,0,T-AIS,19.6,102410,32600,4.12,146,0,0,20.6,1.5,326,0.1,3,303,1.5,7,4
MAERSK KIMI,9162227,244132000,31.20543,32.35386,21/12/2018 10:46:03 +00:00,W,278,0,T-AIS,19.6,102410,32600,4.12,146,0,0,20.6,1.5,326,0.1,3,303,1.5,7,4
MAERSK KIMI,9162227,244132000,31.20535,32.35389,21/12/2018 11:13:11 +00:00,W,278,0,T-AIS,19.6,102410,32600,4.12,146,0,0,20.6,1.5,326,0.1,3,303,1.5,7,4
MAERSK KIMI,9162227,244132000,31.2054,32.3539,21/12/2018 11:40:10 +00:00,W,278,0.1,T-AIS,19.6,102410,32600,4.12,146,0,0,20.6,1.5,326,0.1,3,303,1.5,7,4
MAERSK KIMI,9162227,244132000,31.2054,32.35386,21/12/2018 12:07:07 +00:00,W,278,0,T-AIS,19.6,102410,32600,4.12,146,0,0,20.6,1.5,326,0.1,3,303,1.5,7,4
MAERSK KIMI,9162227,244132000,31.20543,32.35382,21/12/2018 12:34:08 +00:00,WSW,258,0.1,T-AIS,19.6,102410,32600,4.12,146,0,0,20.6,1.5,326,0.1,3,303,1.5,7,4
MAERSK KIMI,9162227,244132000,31.20545,32.35384,21/12/2018 13:01:11 +00:00,WNW,285,0.1,T-AIS,19.6,102410,32600,4.12,146,0,0,20.6,1.5,326,0.1,3,303,1.5,7,4
MAERSK KIMI,9162227,244132000,31.20543,32.35389,21/12/2018 13:28:07 +00:00,WNW,285,0,T-AIS,19.6,102410,32600,4.12,146,0,0,20.6,1.5,326,0.1,3,303,1.5,7,4
MAERSK KIMI,9162227,244132000,31.205,32.35333,21/12/2018 13:29:25 +00:00,WNW,285,0,S-AIS,19.6,102410,32600,4.12,146,0,0,20.6,1.5,326,0.1,3,303,1.5,7,4
MAERSK KIMI,9162227,244132000,31.20544,32.35383,21/12/2018 13:55:06 +00:00,WNW,285,0.1,T-AIS,19.6,102410,32600,4.12,146,0,0,20.6,1.5,326,0.1,3,303,1.5,7,4
MAERSK KIMI,9162227,244132000,31.20542,32.35389,21/12/2018 14:22:07 +00:00,WNW,285,0.1,T-AIS,19.6,102410,32600,4.12,146,0,0,20.6,1.5,326,0.1,3,303,1.5,7,4
MAERSK KIMI,9162227,244132000,31.20545,32.3539,21/12/2018 14:52:10 +00:00,SW,224,0.1,T-AIS,19.6,102410,32600,4.12,146,0,0,20.6,1.5,326,0.1,3,303,1.5,7,4
MAERSK KIMI,9162227,244132000,31.20543,32.35383,21/12/2018 15:19:07 +00:00,WNW,283,0,T-AIS,14.6,102560,29500,3.6,174,0,0,20.6,1.2,354,0.2,2,304,1.2,7,3
MAERSK KIMI,9162227,244132000,31.20538,32.35386,21/12/2018 15:46:06 +00:00,WNW,287,0.1,T-AIS,14.6,102560,29500,3.6,174,0,0,20.6,1.2,354,0.2,2,304,1.2,7,3
MAERSK KIMI,9162227,244132000,31.20545,32.35387,21/12/2018 16:13:09 +00:00,WNW,287,0.1,T-AIS,14.6,102560,29500,3.6,174,0,0,20.6,1.2,354,0.2,2,304,1.2,7,3
MAERSK KIMI,9162227,244132000,31.2054,32.35385,21/12/2018 16:40:07 +00:00,WNW,287,0,T-AIS,14.6,102560,29500,3.6,174,0,0,20.6,1.2,354,0.2,2,304,1.2,7,3
MAERSK KIMI,9162227,244132000,31.20532,32.35382,21/12/2018 17:07:10 +00:00,WNW,287,0.1,T-AIS,14.6,102560,29500,3.6,174,0,0,20.6,1.2,354,0.2,2,304,1.2,7,3
MAERSK KIMI,9162227,244132000,31.20523,32.35382,21/12/2018 17:34:06 +00:00,WNW,287,0.1,T-AIS,14.6,102560,29500,3.6,174,0,0,20.6,1.2,354,0.2,2,304,1.2,7,3
MAERSK KIMI,9162227,244132000,31.205,32.35333,21/12/2018 17:53:23 +00:00,WNW,287,0,S-AIS,14.6,102560,29500,3.6,174,0,0,20.6,1.2,354,0.2,2,304,1.2,7,3
MAERSK KIMI,9162227,244132000,31.20544,32.35379,21/12/2018 17:55:06 +00:00,WNW,287,0,T-AIS,14.6,102560,29500,3.6,174,0,0,20.6,1.2,354,0.2,2,304,1.2,7,3
MAERSK KIMI,9162227,244132000,31.20538,32.35383,21/12/2018 18:01:08 +00:00,N,0,0.1,T-AIS,14.6,102560,29500,3.6,174,0,0,20.6,1.2,354,0.2,2,304,1.2,7,3
MAERSK KIMI,9162227,244132000,31.20565,32.35376,21/12/2018 18:28:07 +00:00,N,0,0,T-AIS,14.6,102560,29500,3.6,174,0,0,20.6,1.2,354,0.2,2,304,1.2,7,3
MAERSK KIMI,9162227,244132000,31.20541,32.35389,21/12/2018 18:55:09 +00:00,N,0,0.1,T-AIS,14.6,102560,29500,3.6,174,0,0,20.6,1.2,354,0.2,2,304,1.2,7,3
MAERSK KIMI,9162227,244132000,31.20544,32.35389,21/12/2018 19:19:09 +00:00,N,0,0,T-AIS,14.6,102560,29500,3.6,174,0,0,20.6,1.2,354,0.2,2,304,1.2,7,3
MAERSK KIMI,9162227,244132000,31.2054,32.35389,21/12/2018 19:49:08 +00:00,N,0,0.1,T-AIS,14.6,102560,29500,3.6,174,0,0,20.6,1.2,354,0.2,2,304,1.2,7,3
MAERSK KIMI,9162227,244132000,31.20542,32.35388,21/12/2018 20:13:13 +00:00,SSW,196,0,T-AIS,14.6,102560,29500,3.6,174,0,0,20.6,1.2,354,0.2,2,304,1.2,7,3
MAERSK KIMI,9162227,244132000,31.20528,32.35394,21/12/2018 20:34:09 +00:00,WSW,244,0,T-AIS,14.6,102560,29500,3.6,174,0,0,20.6,1.2,354,0.2,2,304,1.2,7,3
MAERSK KIMI,9162227,244132000,31.20531,32.35395,21/12/2018 20:49:09 +00:00,WSW,244,0,T-AIS,14.6,102560,29500,3.6,174,0,0,20.6,1.2,354,0.2,2,304,1.2,7,3
MAERSK KIMI,9162227,244132000,31.2054,32.3538,21/12/2018 21:04:11 +00:00,WSW,244,0,T-AIS,12.1,102500,26400,2.57,126,0,0,20.6,1,306,0,2,304,1,6,1
MAERSK KIMI,9162227,244132000,31.2054,32.35391,21/12/2018 21:31:10 +00:00,WSW,244,0,T-AIS,12.1,102500,26400,2.57,126,0,0,20.6,1,306,0,2,304,1,6,1
MAERSK KIMI,9162227,244132000,31.20539,32.35388,21/12/2018 21:58:11 +00:00,WSW,253,0,T-AIS,12.1,102500,26400,2.57,126,0,0,20.6,1,306,0,2,304,1,6,1
MAERSK KIMI,9162227,244132000,31.20539,32.35388,21/12/2018 22:25:11 +00:00,WSW,253,0.1,T-AIS,12.1,102500,26400,2.57,126,0,0,20.6,1,306,0,2,304,1,6,1
MAERSK KIMI,9162227,244132000,31.20539,32.35388,21/12/2018 22:52:08 +00:00,WSW,253,0,T-AIS,12.1,102500,26400,2.57,126,0,0,20.6,1,306,0,2,304,1,6,1
MAERSK KIMI,9162227,244132000,31.20542,32.35387,21/12/2018 23:22:11 +00:00,WSW,253,0,T-AIS,12.1,102500,26400,2.57,126,0,0,20.6,1,306,0,2,304,1,6,1
MAERSK KIMI,9162227,244132000,31.20535,32.35386,21/12/2018 23:49:15 +00:00,WSW,253,0,T-AIS,12.1,102500,26400,2.57,126,0,0,20.6,1,306,0,2,304,1,6,1
MAERSK KIMI,9162227,244132000,31.2054,32.35385,22/12/2018 00:16:11 +00:00,WSW,253,0.1,T-AIS,12.1,102500,26400,2.57,126,0,0,20.6,1,306,0,2,304,1,6,1
MAERSK KIMI,9162227,244132000,31.20539,32.35386,22/12/2018 00:43:09 +00:00,WSW,253,0.1,T-AIS,12.1,102500,26400,2.57,126,0,0,20.6,1,306,0,2,304,1,6,1
